RowName,E.4_prevision,A.6_prevision,B.6_prevision,D.4_prevision,C.4_prevision,D.6_prevision,A.8_prevision,A.1_prevision,B.1_prevision,A.2_prevision,D.9_prevision,D.12_prevision,E.9_prevision,C.2_prevision,B.2_prevision,E.2_prevision,A.4_prevision,B.4_prevision,A.9_prevision,D.7_prevision,D.2_prevision,E.7_prevision,E.5_prevision,E.3_prevision,B.5_prevision,D.10_prevision,A.7_prevision,D.5_prevision,C.1_prevision,E.8_prevision,A.3_prevision,D.1_prevision,D.11_prevision,C.3_prevision,E.6_prevision,B.3_prevision,D.3_prevision,A.5_prevision,D.8_prevision,E.1_prevision
Facilitating ERPsim: Running Successful Business Simulation Games with ERPsim (Partner Course),1.25,0.0,1.25,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.25,0.0,0.2,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
Tinkering Fundamentals: A Constructionist Approach to STEM Learning,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.2,2.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.5,0.0,0.16666666666666666,0.0,0.0,0.8,0.0,0.4,0.6000000000000001,0.6000000000000001,0.5333333333333333,0.0
Networks_ Crowds and Markets,0.25,0.0,0.5,0.2,1.5,0.0,2.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,0.0,1.4,0.0,1.0
CLEP Information Systems and Computer Applications_ Part 3: Software Development,0.2,0.0,0.2,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,1.0,0.2,0.0,0.0,0.2,0.2,1.6,0.2,0.4,0.4,0.2,1.2,1.2
Introduction to Graphene Science and Technology,0.0,0.0,0.0,0.2,1.0,0.16666666666666666,2.4000000000000004,0.0,0.0,0.38888888888888884,0.4444444444444444,0.16666666666666666,1.0555555555555556,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,1.7777777777777777,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.4,0.6000000000000001,0.6000000000000001,2.511111111111111,0.2
Mobile Computing with App Inventor – CS Principles,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,2.2,0.2,0.0,0.2,0.0,0.3333333333333333,2.333333333333333,0.6666666666666666,0.8666666666666667,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Comprehensive Microsoft Word,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,0.5333333333333333,0.0
Ruby,0.0,0.0,0.0,0.2,1.0,0.16666666666666666,1.4,1.0,0.0,0.3666666666666667,1.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.0,0.4,0.2,0.0,0.0,0.4,0.2,0.2
Machine Learning Distilled,0.25,0.0,0.5,0.2,0.5,0.0,2.7,0.0,0.0,0.2,1.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.4,1.0,1.0
The Olympic Games and the Media,0.2,0.0,0.2,0.2,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,1.2,0.2,0.6000000000000001,0.4,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
HTML & CSS From Scratch in 30 Days,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Configuring Basic Microsoft Services,0.2,0.0,0.2,0.2,2.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
The Fundamentals of Computing Specialization Capstone Exam,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.0,0.16666666666666666,0.16666666666666666,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Paradigms of Computer Programming – Fundamentals,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,1.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.6000000000000001,0.0,0.0,0.2,0.6000000000000001,0.7333333333333334,0.2
Bitcoin and Cryptocurrency Technologies,0.0,0.0,0.0,0.0,1.3095238095238095,0.0,0.2857142857142857,0.0,0.2857142857142857,0.3666666666666667,1.6523809523809523,0.3666666666666667,0.0,0.2,0.9047619047619047,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
Mobile Game Design,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
XSLT,0.2,0.0,0.2,0.0,0.0,0.16666666666666666,0.2,0.0,0.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.7,0.0,0.0,0.0,0.2,1.6,0.0,0.4,0.4,0.2,1.5333333333333332,1.2
Introduction to Windows 8 for IT,1.25,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.2222222222222222,2.4444444444444446,0.0,0.8888888888888888,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7777777777777777,0.0
The Computing Technology Inside Your Smartphone,0.25,0.0,0.5,0.2,1.6428571428571428,0.16666666666666666,3.185714285714286,0.0,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5714285714285714,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.4,0.0,0.0,0.0,1.4,0.5333333333333333,0.2
Learn Shape Layers in After Effects,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,2.0,0.0,0.5333333333333333,0.5333333333333333,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5333333333333333,0.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0333333333333332,0.5,0.0,0.16666666666666666,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,0.5333333333333333,0.0
Java Swing (GUI) Programming: From Beginner to Expert,0.0,0.0,0.0,0.0,1.3095238095238095,0.0,0.2857142857142857,0.0,0.2857142857142857,0.3666666666666667,1.6523809523809523,0.3666666666666667,0.0,0.2,0.9047619047619047,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
Computing: Art_ Magic_ Science - Part II,0.25,0.0,0.5,0.2,0.5,0.0,2.7,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.4,0.3333333333333333,1.0
Healthcare Technologies to Assess Human Behavior for Health Management,0.4,0.0,0.4,0.0,0.0,0.16666666666666666,2.2,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.3666666666666667,0.0,0.16666666666666666,0.0,0.4,1.6,0.2,0.4,0.4,0.2,0.5333333333333333,0.4
How to Make a Website,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Healthcare Data Visualization,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Using ICTs to enrich teaching and learning,0.25,0.0,0.5,0.2,0.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.4,0.3333333333333333,1.0
Beginning Python: Learn-to-Code (K-12 Computer Science),1.45,0.0,1.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.0,0.2,0.25,0.0,0.2,0.2,0.0,0.2,0.25,0.0,0.2,0.0,0.0
Computational Photography,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,2.2,0.0,0.0,0.5888888888888889,0.6444444444444444,0.3666666666666667,1.0555555555555556,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,2.311111111111111,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.8,0.0,0.4,0.6000000000000001,0.6000000000000001,2.311111111111111,0.0
Programming with C#,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2,2.4857142857142858,0.2,0.0,0.2,0.5714285714285714,0.0,2.333333333333333,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Project Management,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,2.2,2.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0333333333333332,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.6000000000000001,0.6000000000000001,0.5333333333333333,0.0
Build a Website from Scratch with HTML & CSS,0.0,0.0,0.0,0.2,1.0,0.0,1.4,1.0,0.0,0.2,1.2,0.2,0.0,0.2,0.0,0.0,1.1666666666666667,0.16666666666666666,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.5333333333333333,0.2
In-Memory Data Management  (2014) - Implications on Enterprise Systems,0.0,0.0,0.0,0.0,2.142857142857143,0.16666666666666666,0.4857142857142857,1.0,0.2857142857142857,0.16666666666666666,2.619047619047619,0.0,0.0,0.0,0.5714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2
Researching User Needs,0.45,0.0,0.7,0.2,0.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3666666666666667,0.16666666666666666,0.0,0.0,0.0,1.2,0.4,0.2,0.0,0.2,1.6,0.5333333333333333,0.2
Microsoft Outlook 2013 Training - A Definitive Course,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,0.5333333333333333,0.0
Learn PHP Programming From Scratch,0.0,0.0,0.0,0.2,1.0,0.16666666666666666,1.4,1.0,0.0,0.3666666666666667,1.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.16666666666666666,0.2,0.0,0.4,0.2,0.0,0.0,0.4,0.2,0.2
Usable Security,0.2,0.0,0.2,0.0,2.0,0.0,0.2,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,1.5,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.2,1.0666666666666667,0.4
Pro Tools Projects: Pitch Correction with Antares Auto-Tune Evo,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Mining Massive Datasets,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,1.2,0.0,0.0,0.3666666666666667,2.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.2,0.0,0.4,0.2,0.0,0.2,0.6000000000000001,0.5333333333333333,0.0
Electronic Interfaces: Bridging the Physical and Digital Worlds,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,1.4,0.0,0.0,0.5888888888888889,0.6444444444444444,0.3666666666666667,1.0555555555555556,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,2.311111111111111,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.4,0.6000000000000001,0.6000000000000001,2.511111111111111,0.2
Architecting Microsoft Azure Solutions,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
"What's New in C# 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Analysis and Statistical Inference ,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2222222222222222,2.4444444444444446,0.0,0.8888888888888888,0.0,0.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.4444444444444446,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,1.7777777777777777,0.0
Financial Modeling in Excel for Startups,1.2,0.0,1.2,0.2,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Backend in Node.js,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.2857142857142857,0.0,0.2857142857142857,0.2,2.4857142857142858,0.2,0.0,0.2,0.5714285714285714,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.8666666666666667,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
The Ultimate Excel Programmer Course,0.0,0.0,0.0,0.2,1.0,0.0,1.4,1.0,0.0,0.2,1.2,0.2,0.0,0.2,0.0,0.0,1.1666666666666667,0.16666666666666666,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.5333333333333333,0.2
Beyond PowerPoint: Teach Online With ScreenFlow (v4) For Mac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Developing Windows 10 Universal Apps - Part 3,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.4,0.2,0.0,0.0,0.4,0.5333333333333333,0.4
Developing Windows 10 Universal Apps - Part 2,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.4,0.2,0.0,0.0,0.4,0.5333333333333333,0.4
TC344: 3D Printing for Social Good,0.0,0.0,2.0,0.2,2.0,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.4,0.5333333333333333,0.2
Enhance Your Career and Employability Skills,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Autonomous Mobile Robots,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Learn Microsoft PowerPoint 2013,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,2.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,0.5333333333333333,0.0
Control of Mobile Robots,0.0,0.0,0.0,0.0,1.3095238095238095,0.0,0.2857142857142857,0.0,0.2857142857142857,0.3666666666666667,1.6523809523809523,0.3666666666666667,0.0,0.2,0.9047619047619047,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
Developing Windows 10 Universal Apps - Part 1,0.2,0.0,0.2,0.2,1.0,0.0,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Programming in Scratch,0.2,0.0,0.2,0.2,0.0,0.16666666666666666,2.4,0.0,0.0,0.3666666666666667,0.2,0.3666666666666667,0.16666666666666666,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,0.5333333333333333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2,0.6000000000000001,0.2,0.0,0.2,0.6000000000000001,0.7333333333333334,0.4
Statistical Mechanics: Algorithms and Computations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,2.4444444444444446,0.0,0.8888888888888888,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,2.111111111111111,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.0,1.0,0.0,0.6000000000000001,0.0,1.4,0.6000000000000001,0.2,2.311111111111111,0.0
Interactive PDFs with Adobe InDesign: No-Code Digital,0.0,0.0,0.0,0.0,1.3095238095238095,0.0,0.2857142857142857,0.0,0.2857142857142857,0.3666666666666667,1.6523809523809523,0.3666666666666667,0.0,0.2,0.9047619047619047,0.6666666666666666,1.0,0.3333333333333333,0.8666666666666667,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
Practical Learning Analytics,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,2.0,2.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,0.5333333333333333,0.0
Reproducible Research,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,2.2,0.2,0.0,0.2,0.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.8666666666666667,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
How to Create Promo & Explainer Videos in PowerPoint,0.0,0.0,0.0,0.2,2.142857142857143,0.0,2.6857142857142855,2.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.4,0.2,0.2
Introduction to Natural Language Processing,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5888888888888888,2.6444444444444444,0.3666666666666667,1.0555555555555556,0.3666666666666667,0.0,0.3333333333333333,0.16666666666666666,0.5,2.3111111111111113,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,0.6000000000000001,0.0,0.4,0.6000000000000001,0.2,2.311111111111111,0.0
